id,theme_id,difficulty,statement_md,reference_solution_md,source,tags
387,veroyatnost,medium,Докажите неравенство Маркова: для X≥0 и a>0 верно P(X≥a)≤E[X]/a.,"Пусть $I(X \ge a)$ - индикатор события $X \ge a$. Тогда $I(X \ge a) = \begin{cases} 1, & X \ge a \\ 0, & X < a \end{cases}$. Очевидно, что $aI(X \ge a) \le X$, так как если $X \ge a$, то $aI(X \ge a) = a \le X$, а если $X < a$, то $aI(X \ge a) = 0 \le X$. Тогда $E[aI(X \ge a)] \le E[X]$. Так как $E[aI(X \ge a)] = aE[I(X \ge a)] = aP(X \ge a)$, то $aP(X \ge a) \le E[X]$, откуда $P(X \ge a) \le \frac{E[X]}{a}$.",user-dataset,
388,integralnoe-ischislenie,easy,"Вычислить интеграл: $\displaystyle \int_{0}^{\pi/2} \cos^3 x dx$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","$\int_{0}^{\pi/2} \cos^3 x dx = \int_{0}^{\pi/2} \cos x (1 - \sin^2 x) dx$. Пусть $u = \sin x$, тогда $du = \cos x dx$. Интеграл становится $\int_{0}^{1} (1 - u^2) du = [u - \frac{u^3}{3}]_{0}^{1} = 1 - \frac{1}{3} = \frac{2}{3} \approx 0.667$",user-dataset,
389,matematicheskii-analiz,easy,"Вычислить несобственный интеграл: $\displaystyle \int_{-\infty}^{+\infty} \frac{dx}{1+x^2}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",Интеграл является табличным: $\int_{-\infty}^{+\infty} \frac{dx}{1+x^2} = \arctan(x) |_{-\infty}^{+\infty} = \frac{\pi}{2} - (-\frac{\pi}{2}) = \pi \approx 3.142$,user-dataset,
390,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0}(\sqrt{1+x}-\sqrt{1-x})/(\sqrt[3]{1+x}-\sqrt[3]{1-x})$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Умножим числитель и знаменатель на сопряженные выражения. 

$\displaystyle \lim_{x \rightarrow 0} \frac{\sqrt{1+x}-\sqrt{1-x}}{\sqrt[3]{1+x}-\sqrt[3]{1-x}} = \lim_{x \rightarrow 0} \frac{(\sqrt{1+x}-\sqrt{1-x})(\sqrt{1+x}+\sqrt{1-x})(\sqrt[3]{(1+x)^2} + \sqrt[3]{1-x^2} + \sqrt[3]{(1-x)^2})}{(\sqrt[3]{1+x}-\sqrt[3]{1-x})(\sqrt[3]{(1+x)^2} + \sqrt[3]{1-x^2} + \sqrt[3]{(1-x)^2})(\sqrt{1+x}+\sqrt{1-x})} = \lim_{x \rightarrow 0} \frac{(1+x - (1-x))(\sqrt[3]{(1+x)^2} + \sqrt[3]{1-x^2} + \sqrt[3]{(1-x)^2})}{(1+x - (1-x))(\sqrt{1+x}+\sqrt{1-x})} = \lim_{x \rightarrow 0} \frac{2x(\sqrt[3]{(1+x)^2} + \sqrt[3]{1-x^2} + \sqrt[3]{(1-x)^2})}{2x(\sqrt{1+x}+\sqrt{1-x})} = \lim_{x \rightarrow 0} \frac{\sqrt[3]{(1+x)^2} + \sqrt[3]{1-x^2} + \sqrt[3]{(1-x)^2}}{\sqrt{1+x}+\sqrt{1-x}} = \frac{1+1+1}{1+1} = \frac{3}{2} = 1.5$

Ответ: 1.500",user-dataset,
391,matematicheskii-analiz,hard,"Вычисли $ \displaystyle \int_0^1 \sqrt{\tan^2(x)+2\tan(x)+2}dx$.Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","К сожалению, данная задача не имеет аналитического решения в элементарных функциях. Численное интегрирование дает приблизительный результат. Используя численные методы (например, метод Симпсона), получаем значение интеграла приблизительно равным 1.257.",user-dataset,
392,lineinaya-algebra,medium,"Докажите: если оператор диагонализируем, то его минимальный многочлен не имеет кратных корней.","Пусть оператор A диагонализируем. Тогда существует базис из собственных векторов. Пусть m(x) - минимальный многочлен оператора A. Тогда m(A) = 0. Пусть m(x) имеет кратный корень λ, то есть m(x) = (x - λ)^2 * q(x) для некоторого многочлена q(x). Тогда (A - λI)^2 * q(A) = 0. Но так как A диагонализируем, то для любого собственного вектора v, соответствующего собственному значению λ, имеем (A - λI)v = 0. Следовательно, если m(x) имеет кратный корень, то существует многочлен меньшей степени, аннулирующий A, что противоречит определению минимального многочлена. Значит, минимальный многочлен не имеет кратных корней.",user-dataset,
393,matematicheskii-analiz,hard,"Пусть \(f\in C([a,b]\times[c,d])\). Требуется обосновать \(\int_a^b\int_c^d f=\int_c^d\int_a^b f\).","Поскольку функция f непрерывна на прямоугольнике [a,b]x[c,d], то по теореме Фубини повторные интегралы равны двойному интегралу, а значит, равны между собой: \(\int_a^b\int_c^d f(x,y) dy dx = \int_c^d\int_a^b f(x,y) dx dy\).",user-dataset,
394,algebra,medium,"Найдите рациональные корни многочлена: $x^5 + x^4 - 6x^3 - 14x^2 - 11x - 3$. Ответы запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой, по возрастанию.","По теореме о рациональных корнях, рациональные корни многочлена являются делителями свободного члена (-3), то есть ±1, ±3. Подставляя эти значения в многочлен, находим:

При x = -1: (-1)^5 + (-1)^4 - 6(-1)^3 - 14(-1)^2 - 11(-1) - 3 = -1 + 1 + 6 - 14 + 11 - 3 = 0. Значит, x = -1 является корнем.
При x = 3: (3)^5 + (3)^4 - 6(3)^3 - 14(3)^2 - 11(3) - 3 = 243 + 81 - 162 - 126 - 33 - 3 = 0. Значит, x = 3 является корнем.

Разделим многочлен на (x + 1)(x - 3) = x^2 - 2x - 3. Получим x^3 + 3x^2 + x + 1. 
Проверим x = -1 еще раз: (-1)^3 + 3(-1)^2 + (-1) + 1 = -1 + 3 - 1 + 1 = 2. Значит, x = -1 не является корнем кратности 2.

Рациональных корней у кубического многочлена нет. 

Ответ: -1.000, 3.000",user-dataset,
395,matematicheskii-analiz,hard,"Докажите: если ряд Фурье непрерывной 2π-периодической функции имеет коэффициенты, стремящиеся к 0, то это необходимо (лемма Римана–Лебега).","Доказательство леммы Римана-Лебега для ряда Фурье требует использования свойств интеграла Лебега и плотности непрерывных функций в пространстве интегрируемых функций.  Пусть f(x) - непрерывная 2π-периодическая функция. Коэффициенты Фурье определяются как a_n = (1/π) \int_{-\pi}^{\pi} f(x) cos(nx) dx и b_n = (1/π) \int_{-\pi}^{\pi} f(x) sin(nx) dx.  Необходимо показать, что lim_{n->∞} a_n = 0 и lim_{n->∞} b_n = 0.  Доказательство основывается на том, что интеграл Римана-Лебега от быстро осциллирующей функции стремится к нулю.  Более строгое доказательство требует рассмотрения интеграла как предела интегральных сумм и использования свойств равномерной сходимости.  Итоговый ответ: lim_{n->∞} a_n = 0 и lim_{n->∞} b_n = 0.",user-dataset,
396,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 1}(1-x)\operatorname{tg}(\pi x/2)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Пусть $y = x - 1$, тогда $x = y + 1$ и при $x \rightarrow 1$ имеем $y \rightarrow 0$. Тогда

$\displaystyle \lim_{x \rightarrow 1}(1-x)\operatorname{tg}(\pi x/2) = \lim_{y \rightarrow 0} -y \operatorname{tg}(\pi (y+1)/2) = \lim_{y \rightarrow 0} -y \operatorname{tg}(\pi/2 + \pi y/2) = \lim_{y \rightarrow 0} -y (-\operatorname{ctg}(\pi y/2)) = \lim_{y \rightarrow 0} y \operatorname{ctg}(\pi y/2) = \lim_{y \rightarrow 0} y \frac{\cos(\pi y/2)}{\sin(\pi y/2)} = \lim_{y \rightarrow 0} \frac{y}{\sin(\pi y/2)} \cdot \lim_{y \rightarrow 0} \cos(\pi y/2) = \lim_{y \rightarrow 0} \frac{\pi y/2}{\sin(\pi y/2)} \cdot \frac{2}{\pi} \cdot \lim_{y \rightarrow 0} \cos(\pi y/2) = 1 \cdot \frac{2}{\pi} \cdot 1 = \frac{2}{\pi} \approx 0.637$

Ответ: 0.637",user-dataset,
397,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow \pi/3}\sin(x-\pi/3)/(1-2\cos x)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Применим правило Лопиталя:
$\displaystyle \lim_{x \rightarrow \pi/3} \frac{\sin(x-\pi/3)}{1-2\cos x} = \lim_{x \rightarrow \pi/3} \frac{\cos(x-\pi/3)}{2\sin x} = \frac{\cos(0)}{2\sin(\pi/3)} = \frac{1}{2 \cdot \frac{\sqrt{3}}{2}} = \frac{1}{\sqrt{3}} = \frac{\sqrt{3}}{3} \approx 0.577$
Ответ: 0.577",user-dataset,
398,matematicheskii-analiz,medium,"Вычисли $ \displaystyle \lim_{x \rightarrow 0}(\sqrt[3]{8+3x-x^2}-2)/(x+x^2)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Преобразуем выражение, используя формулу разности кубов: 

$\displaystyle \lim_{x \rightarrow 0} \frac{\sqrt[3]{8+3x-x^2}-2}{x+x^2} = \lim_{x \rightarrow 0} \frac{(\sqrt[3]{8+3x-x^2}-2)(\sqrt[3]{(8+3x-x^2)^2}+2\sqrt[3]{8+3x-x^2}+4)}{(x+x^2)(\sqrt[3]{(8+3x-x^2)^2}+2\sqrt[3]{8+3x-x^2}+4)} = \lim_{x \rightarrow 0} \frac{8+3x-x^2-8}{(x+x^2)(\sqrt[3]{(8+3x-x^2)^2}+2\sqrt[3]{8+3x-x^2}+4)} = \lim_{x \rightarrow 0} \frac{3x-x^2}{(x+x^2)(\sqrt[3]{(8+3x-x^2)^2}+2\sqrt[3]{8+3x-x^2}+4)} = \lim_{x \rightarrow 0} \frac{x(3-x)}{x(1+x)(\sqrt[3]{(8+3x-x^2)^2}+2\sqrt[3]{8+3x-x^2}+4)} = \lim_{x \rightarrow 0} \frac{3-x}{(1+x)(\sqrt[3]{(8+3x-x^2)^2}+2\sqrt[3]{8+3x-x^2}+4)} = \frac{3}{(1)(\sqrt[3]{64}+2\sqrt[3]{8}+4)} = \frac{3}{4+4+4} = \frac{3}{12} = \frac{1}{4} = 0.25$

Ответ: 0.250",user-dataset,
399,nan,medium,Докажите неравенство Минковского: \(\|f+g\|_{L^p}\le \|f\|_{L^p}+\|g\|_{L^p}\) для \(1\le p\le\infty\).,nan,user-dataset,
400,matematicheskii-analiz,easy,"Вычисли $ \displaystyle \lim_{x \rightarrow 1} (x^2-1)/(2x^2-x-1)$. Ответ запиши в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Разложим числитель и знаменатель на множители: 
$x^2 - 1 = (x-1)(x+1)$ 
$2x^2 - x - 1 = (x-1)(2x+1)$ 
Тогда: 
$\displaystyle \lim_{x \rightarrow 1} \frac{x^2-1}{2x^2-x-1} = \lim_{x \rightarrow 1} \frac{(x-1)(x+1)}{(x-1)(2x+1)} = \lim_{x \rightarrow 1} \frac{x+1}{2x+1} = \frac{1+1}{2*1+1} = \frac{2}{3} \approx 0.667$
Ответ: 0.667",user-dataset,
401,matematicheskii-analiz,medium,"Рассмотрим \(f\in C^{n+1}([a,b])\). Требуется установить формулу Тейлора с остатком Лагранжа: \(f(x)=\sum_{k=0}^n \frac{f^{(k)}(x_0)}{k!}(x-x_0)^k+\frac{f^{(n+1)}(\xi)}{(n+1)!}(x-x_0)^{n+1}\).",Формула Тейлора с остатком Лагранжа: \(f(x)=\sum_{k=0}^n \frac{f^{(k)}(x_0)}{k!}(x-x_0)^k+\frac{f^{(n+1)}(\xi)}{(n+1)!}(x-x_0)^{n+1}\),user-dataset,
402,veroyatnost,easy,"Из букв А, А, М, М наугад составляют слово. Найти вероятность получить ""МАМА"". Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего перестановок букв ААММ: 4!/(2!2!) = 6.  Слово ""МАМА"" встречается 1 раз.  Вероятность = 1/6 ≈ 0.167",user-dataset,
403,veroyatnost,easy,"Найти вероятность правильно угадать 2 последние разные нечетные цифры номера. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.","Всего нечетных цифр 5 (1, 3, 5, 7, 9). Первая цифра может быть любой из 5, вторая - любой из оставшихся 4. Всего вариантов 5 * 4 = 20. Благоприятный исход только один (угадали обе цифры в правильном порядке). Вероятность равна 1/20 = 0.05.  Округление до 3 знаков после запятой не требуется, так как результат уже представлен с двумя знаками. Ответ: 0.050",user-dataset,
404,nan,medium,"Вычислить $\displaystyle \lim_{n \to \infty} \frac{3^{n+1} + 2^{n+1}}{5^n + 1 + 2^n}$. Ответ запишите в виде десятичной дроби, округлив по правилам математического округления до 3 знаков после запятой.",nan,user-dataset,
405,veroyatnost,hard,"Докажите теорему Слуцкого: если \(X_n\Rightarrow X\) и \(Y_n\to c\) по вероятности, то \(X_n+Y_n\Rightarrow X+c\) и \(X_nY_n\Rightarrow cX\).","Доказательство теоремы Слуцкого требует использования определения сходимости по вероятности и сходимости по распределению, а также свойств непрерывных функций. 

1. Доказательство для суммы: Для любого ε > 0, P(|(X_n + Y_n) - (X + c)| > ε) ≤ P(|X_n - X| > ε/2) + P(|Y_n - c| > ε/2). Так как X_n сходится по распределению к X, а Y_n сходится по вероятности к c, то оба слагаемых стремятся к 0 при n → ∞. Следовательно, X_n + Y_n сходится по распределению к X + c.

2. Доказательство для произведения: Для любого ε > 0, P(|X_n Y_n - cX| > ε) = P(|X_n Y_n - cX_n + cX_n - cX| > ε) ≤ P(|X_n(Y_n - c)| > ε/2) + P(|c(X_n - X)| > ε/2). Первый член можно оценить как P(|X_n| > M) + P(|Y_n - c| > ε/(2M)), где M достаточно велико. Второй член стремится к 0, так как X_n сходится по распределению к X. Следовательно, X_n Y_n сходится по распределению к cX.

Итоговое утверждение: X_n+Y_n=>X+c и X_nY_n=>cX",user-dataset,
